Totaal;9 tot 12 uur;2010;Drenthe;1689;55,8
Totaal;9 tot 12 uur;2011;Drenthe;1779;57,3
Totaal;9 tot 12 uur;2012;Drenthe;1727;54,7
Totaal;9 tot 12 uur;2013;Drenthe;1902;56,4
Totaal;9 tot 12 uur;2014;Drenthe;1873;54,7
Totaal;9 tot 12 uur;2010;Overijssel;1508;57,1
Totaal;9 tot 12 uur;2011;Overijssel;1605;54
Totaal;9 tot 12 uur;2012;Overijssel;1479;56,1
Totaal;9 tot 12 uur;2013;Overijssel;1637;58
Totaal;9 tot 12 uur;2014;Overijssel;1737;56,5
Totaal;9 tot 12 uur;2010;Flevoland;2094;62,9
Totaal;9 tot 12 uur;2011;Flevoland;1572;45,1
Totaal;9 tot 12 uur;2012;Flevoland;1552;54,7
Totaal;9 tot 12 uur;2013;Flevoland;1465;44,7
Totaal;9 tot 12 uur;2014;Flevoland;1669;58,1
Totaal;9 tot 12 uur;2010;Gelderland;1838;63,6
Totaal;9 tot 12 uur;2011;Gelderland;1694;53
Totaal;9 tot 12 uur;2012;Gelderland;1417;52,5
Totaal;9 tot 12 uur;2013;Gelderland;1549;56
Totaal;9 tot 12 uur;2014;Gelderland;1701;61,7
Totaal;9 tot 12 uur;2010;Utrecht;1682;56,9
Totaal;9 tot 12 uur;2011;Utrecht;1710;60
Totaal;9 tot 12 uur;2012;Utrecht;1810;60,1
Totaal;9 tot 12 uur;2013;Utrecht;1719;59,2
Totaal;9 tot 12 uur;2014;Utrecht;1854;62,7
Totaal;9 tot 12 uur;2010;Noord-Holland;1511;61,3
Totaal;9 tot 12 uur;2011;Noord-Holland;1692;64,2
Totaal;9 tot 12 uur;2012;Noord-Holland;1493;60,2
Totaal;9 tot 12 uur;2013;Noord-Holland;1528;61,5
Totaal;9 tot 12 uur;2014;Noord-Holland;1546;61,6
Totaal;9 tot 12 uur;2010;Zuid-Holland;1434;57,6
Totaal;9 tot 12 uur;2011;Zuid-Holland;1488;57,4
Totaal;9 tot 12 uur;2012;Zuid-Holland;1527;56,6
Totaal;9 tot 12 uur;2013;Zuid-Holland;1424;54,6
Totaal;9 tot 12 uur;2014;Zuid-Holland;1679;63,4
Totaal;9 tot 12 uur;2010;Zeeland;2025;58,3
Totaal;9 tot 12 uur;2011;Zeeland;1602;52,5
Totaal;9 tot 12 uur;2012;Zeeland;1649;56,7
Totaal;9 tot 12 uur;2013;Zeeland;1490;59,4
Totaal;9 tot 12 uur;2014;Zeeland;1903;59
Totaal;9 tot 12 uur;2010;Noord-Brabant;1520;52,6
Totaal;9 tot 12 uur;2011;Noord-Brabant;1864;57,4
Totaal;9 tot 12 uur;2012;Noord-Brabant;1638;55,9
Totaal;9 tot 12 uur;2013;Noord-Brabant;1645;58,9
Totaal;9 tot 12 uur;2014;Noord-Brabant;1636;56,3
Totaal;9 tot 12 uur;2010;Limburg;1493;57,9
Totaal;9 tot 12 uur;2011;Limburg;1533;54,5
Totaal;9 tot 12 uur;2012;Limburg;1299;48,7
Totaal;9 tot 12 uur;2013;Limburg;1526;55,8
Totaal;9 tot 12 uur;2014;Limburg;1397;54,6
Totaal;12 tot 16 uur;2010;Nederland;2921;110,9
Totaal;12 tot 16 uur;2011;Nederland;2844;107,4
Totaal;12 tot 16 uur;2012;Nederland;2645;105
Totaal;12 tot 16 uur;2013;Nederland;2809;106,4
Totaal;12 tot 16 uur;2014;Nederland;2832;109,6
Totaal;12 tot 16 uur;2010;Groningen;3389;117
Totaal;12 tot 16 uur;2011;Groningen;3345;113
Totaal;12 tot 16 uur;2012;Groningen;2927;98,2
Totaal;12 tot 16 uur;2013;Groningen;2969;97,7
Totaal;12 tot 16 uur;2014;Groningen;2886;102,2
Totaal;12 tot 16 uur;2010;Friesland;3340;116
Totaal;12 tot 16 uur;2011;Friesland;2744;99,4
Totaal;12 tot 16 uur;2012;Friesland;2710;108,7
Totaal;12 tot 16 uur;2013;Friesland;3142;105
Totaal;12 tot 16 uur;2014;Friesland;3252;119
Totaal;12 tot 16 uur;2010;Drenthe;3506;111,6
Totaal;12 tot 16 uur;2011;Drenthe;3383;101,9
Totaal;12 tot 16 uur;2012;Drenthe;3075;105,9
Totaal;12 tot 16 uur;2013;Drenthe;2909;106
Totaal;12 tot 16 uur;2014;Drenthe;3537;117,6
Totaal;12 tot 16 uur;2010;Overijssel;3011;110
Totaal;12 tot 16 uur;2011;Overijssel;3061;110,1
Totaal;12 tot 16 uur;2012;Overijssel;2860;103,9
Totaal;12 tot 16 uur;2013;Overijssel;2861;107,6
Totaal;12 tot 16 uur;2014;Overijssel;2976;113,7
Totaal;12 tot 16 uur;2010;Flevoland;3371;114,2
Totaal;12 tot 16 uur;2011;Flevoland;3307;101,5
